time_s,max_C_1d,max_C_2d,difference_2d_minus_1d
1.692000000000000000e+05,1.633564056687648314e-01,1.633538654066118423e-01,-2.540262152989081201e-06
1.698000000000000000e+05,1.630981613063126889e-01,1.630956268464703873e-01,-2.534459842301606258e-06
1.704000000000000000e+05,1.628417430030646984e-01,1.628392143200895481e-01,-2.528682975150298162e-06
1.710000000000000000e+05,1.625871297690752726e-01,1.625846068441491044e-01,-2.522924926168235160e-06
1.716000000000000000e+05,1.623343009437311635e-01,1.623317837378355777e-01,-2.517205895585794551e-06
1.722000000000000000e+05,1.620832361892495521e-01,1.620807246750498587e-01,-2.511514199693420935e-06
1.728000000000000000e+05,1.618339154843301264e-01,1.618314096370098987e-01,-2.505847320227738706e-06
1.734000000000000000e+05,1.615863191260732967e-01,1.615838189189288954e-01,-2.500207144401356274e-06
1.740000000000000000e+05,1.613404276961843686e-01,1.613379330950539536e-01,-2.494601130414997314e-06
1.746000000000000000e+05,1.610962220847769188e-01,1.610937330679002022e-01,-2.489016876716654281e-06
1.752000000000000000e+05,1.608536834807552385e-01,1.608512000217375837e-01,-2.483459017654787715e-06
1.758000000000000000e+05,1.606127933551138309e-01,1.606103154327697957e-01,-2.477922344035210500e-06
1.764000000000000000e+05,1.603735334602478801e-01,1.603710610505603429e-01,-2.472409687537258094e-06
1.770000000000000000e+05,1.601358858245716665e-01,1.601334188945610360e-01,-2.466930010630585812e-06
1.776000000000000000e+05,1.598998327472608560e-01,1.598973712712550843e-01,-2.461476005771734421e-06
1.782000000000000000e+05,1.596653567931144990e-01,1.596629007456180915e-01,-2.456047496407487429e-06
1.788000000000000000e+05,1.594324407875346017e-01,1.594299901432267019e-01,-2.450644307899763064e-06
1.794000000000000000e+05,1.592010678116191902e-01,1.591986225453524417e-01,-2.445266266748458150e-06
1.800000000000000000e+05,1.589712211973666467e-01,1.589687812841652503e-01,-2.439913201396359810e-06
1.806000000000000000e+05,1.587428845229878205e-01,1.587404499384293954e-01,-2.434584558425045842e-06
1.812000000000000000e+05,1.585160416083236379e-01,1.585136123376940376e-01,-2.429270629600299714e-06
1.818000000000000000e+05,1.582906765103647972e-01,1.582882525188123168e-01,-2.423991552480408984e-06
1.824000000000000000e+05,1.580667735188713563e-01,1.580643547820936579e-01,-2.418736777698438090e-06
1.830000000000000000e+05,1.578443171520896027e-01,1.578419036459480784e-01,-2.413506141524246473e-06
1.836000000000000000e+05,1.576232921525637376e-01,1.576208838530826217e-01,-2.408299481115871998e-06
1.842000000000000000e+05,1.574036834830393472e-01,1.574012803664043281e-01,-2.403116635019131309e-06
1.848000000000000000e+05,1.571854763224572182e-01,1.571830783650140784e-01,-2.397957443139864253e-06
1.854000000000000000e+05,1.569686560620343341e-01,1.569662632402875624e-01,-2.392821746771689462e-06
1.860000000000000000e+05,1.567532083122867848e-01,1.567508205920420672e-01,-2.387720244717561613e-06
1.866000000000000000e+05,1.565391188790372090e-01,1.565367362247863658e-01,-2.382654250843163624e-06
1.872000000000000000e+05,1.563263737548543086e-01,1.563239961440511805e-01,-2.377610803128149541e-06
1.878000000000000000e+05,1.561149591425544936e-01,1.561125865527994983e-01,-2.372589754995324540e-06
1.884000000000000000e+05,1.559048614388776066e-01,1.559024938479133537e-01,-2.367590964252874741e-06
1.890000000000000000e+05,1.556960672310465088e-01,1.556937046167561067e-01,-2.362614290402076378e-06
1.896000000000000000e+05,1.554885632934013551e-01,1.554862056338076060e-01,-2.357659593749117377e-06
1.902000000000000000e+05,1.552823365841070336e-01,1.552799838573709901e-01,-2.352726736043475597e-06
1.908000000000000000e+05,1.550773742419292445e-01,1.550750264263496270e-01,-2.347815579617495985e-06
1.914000000000000000e+05,1.548736635830793018e-01,1.548713206570912215e-01,-2.342925988080279964e-06
1.920000000000000000e+05,1.546711920981246324e-01,1.546688540402985923e-01,-2.338057826040129683e-06
1.926000000000000000e+05,1.544699474489643343e-01,1.544676142380054518e-01,-2.333210958882503405e-06
1.932000000000000000e+05,1.542699174658678229e-01,1.542675890806144146e-01,-2.328385253408393751e-06
1.938000000000000000e+05,1.540710901445747072e-01,1.540687665642781201e-01,-2.323580296587079985e-06
1.944000000000000000e+05,1.538734536434551992e-01,1.538711348655689704e-01,-2.318777886228806651e-06
1.950000000000000000e+05,1.536769962807287560e-01,1.536746822848894245e-01,-2.313995839331450810e-06
1.956000000000000000e+05,1.534817065317400642e-01,1.534793972969311082e-01,-2.309234808955951124e-06
1.962000000000000000e+05,1.532875730262910074e-01,1.532852685316320462e-01,-2.304494658961209197e-06
1.968000000000000000e+05,1.530945845460270349e-01,1.530922847707728573e-01,-2.299775254177571782e-06
1.974000000000000000e+05,1.529027300218765151e-01,1.529004349454160805e-01,-2.295076460434586352e-06
1.980000000000000000e+05,1.527119985315425199e-01,1.527097081333975981e-01,-2.290398144921823587e-06
1.986000000000000000e+05,1.525223792970448189e-01,1.525200935568691296e-01,-2.285740175689277009e-06
1.992000000000000000e+05,1.523338616823118608e-01,1.523315805798898526e-01,-2.281102422008185471e-06
1.998000000000000000e+05,1.521464351908206336e-01,1.521441587060663736e-01,-2.276484754260010845e-06
2.004000000000000000e+05,1.519600894632841537e-01,1.519578175762403838e-01,-2.271887043769904579e-06
2.010000000000000000e+05,1.517748142753848617e-01,1.517725469662219440e-01,-2.267309162917729992e-06
2.016000000000000000e+05,1.515905995355533442e-01,1.515883367845679841e-01,-2.262750985360106881e-06
2.022000000000000000e+05,1.514074352827905756e-01,1.514051770704049060e-01,-2.258212385669589040e-06
2.028000000000000000e+05,1.512253116845335144e-01,1.512230579912942907e-01,-2.253693239223641953e-06
2.034000000000000000e+05,1.510442190345627489e-01,1.510419698411399614e-01,-2.249193422787509888e-06
2.040000000000000000e+05,1.508641477509510553e-01,1.508619030381369575e-01,-2.244712814097882259e-06
2.046000000000000000e+05,1.506850883740518676e-01,1.506828481227604488e-01,-2.240251291418804414e-06
2.052000000000000000e+05,1.505070315645273549e-01,1.505047957557927030e-01,-2.235808734651900664e-06
2.058000000000000000e+05,1.503299681014144684e-01,1.503277367163901312e-01,-2.231385024337173562e-06
2.064000000000000000e+05,1.501538888802284588e-01,1.501516619001865005e-01,-2.226980041958315226e-06
