time_s,air_T_C,surface_C_drybasis,air_dewpoint_C,baseline_center_T_C,baseline_surface_T_C,latent_center_T_C,latent_surface_T_C
3.550000000000000000e+02,3.125474999999999781e+01,2.012529304074968550e+00,2.670459357667449751e+01,2.807940545780179420e+01,2.907993925605907037e+01,2.440678890840174020e+01,1.178271320250045839e+01
3.560000000000000000e+02,3.126239999999999952e+01,2.011868294730443374e+00,2.670973604331748774e+01,2.808024640697411556e+01,2.908406926706236106e+01,2.438483008341160385e+01,1.177235748598169351e+01
3.570000000000000000e+02,3.127004999999999768e+01,2.011208454981302740e+00,2.671487684027416520e+01,2.808109251424919250e+01,2.908819971145325667e+01,2.436285566543432068e+01,1.176203994190685265e+01
3.580000000000000000e+02,3.127769999999999939e+01,2.010549779817663030e+00,2.672001596859339401e+01,2.808194379256055484e+01,2.909233064943468605e+01,2.434086605787202373e+01,1.175176043418816185e+01
3.590000000000000000e+02,3.128534999999999755e+01,2.009892264264811601e+00,2.672515342932304350e+01,2.808280025495267296e+01,2.909646213901566369e+01,2.431886166134168548e+01,1.174151882606623154e+01
3.600000000000000000e+02,3.129299999999999926e+01,2.009235903382877275e+00,2.673028922351001668e+01,2.808366191456992667e+01,2.910059700814237971e+01,2.429684287367760120e+01,1.173131816441791209e+01
3.610000000000000000e+02,3.130178333333333285e+01,2.008580715818592655e+00,2.673579001197494875e+01,2.808452878464525782e+01,2.910474856984448522e+01,2.427481008993307654e+01,1.172117191411263804e+01
3.620000000000000000e+02,3.131056666666666644e+01,2.007926658328203384e+00,2.674128888980271412e+01,2.808540087848874123e+01,2.910892744284457834e+01,2.425276370238312751e+01,1.171108826748810294e+01
3.630000000000000000e+02,3.131935000000000002e+01,2.007273741619886920e+00,2.674678585827716404e+01,2.808627820947592468e+01,2.911311772319116642e+01,2.423070410051215973e+01,1.170105342290945138e+01
3.640000000000000000e+02,3.132813333333333361e+01,2.006621961966687628e+00,2.675228091868089209e+01,2.808716079103580654e+01,2.911731915091453615e+01,2.420863167097394353e+01,1.169106593942010086e+01
3.650000000000000000e+02,3.133691666666666720e+01,2.005971314621624035e+00,2.675777407229518090e+01,2.808804863663932139e+01,2.912152968326748947e+01,2.418654679781729655e+01,1.168112422153159180e+01
3.660000000000000000e+02,3.134570000000000078e+01,2.005321794944855629e+00,2.676326532040000572e+01,2.808894175978738161e+01,2.912574885491070731e+01,2.416444986204055922e+01,1.167122706759438522e+01
3.670000000000000000e+02,3.135448333333333437e+01,2.004673398006830976e+00,2.676875466427411965e+01,2.808984017399857791e+01,2.912997591164245748e+01,2.414234124212262600e+01,1.166137365604639697e+01
3.680000000000000000e+02,3.136326666666666441e+01,2.004026118759935304e+00,2.677424210519489733e+01,2.809074389279533790e+01,2.913421028617237241e+01,2.412022131384454582e+01,1.165156329366417332e+01
3.690000000000000000e+02,3.137204999999999799e+01,2.003379952354771731e+00,2.677972764443850906e+01,2.809165292969569450e+01,2.913845158952535641e+01,2.409809045011082418e+01,1.164179539397255070e+01
3.700000000000000000e+02,3.138083333333333158e+01,2.002734894106241725e+00,2.678521128327979284e+01,2.809256729820136300e+01,2.914269950779386065e+01,2.407594902101649481e+01,1.163206944711477320e+01
3.710000000000000000e+02,3.138961666666666517e+01,2.002090939401972580e+00,2.679069302299235744e+01,2.809348701178510765e+01,2.914695376620096923e+01,2.405379739390541971e+01,1.162238500088080073e+01
3.720000000000000000e+02,3.139839999999999876e+01,2.001448083657793475e+00,2.679617286484847938e+01,2.809441208387896083e+01,2.915121413146913198e+01,2.403163593338251403e+01,1.161274164609801041e+01
3.730000000000000000e+02,3.140718333333333234e+01,2.000806322314407915e+00,2.680165081011920236e+01,2.809534252786299291e+01,2.915548040679718156e+01,2.400946500141919770e+01,1.160313900685858890e+01
3.740000000000000000e+02,3.141596666666666593e+01,2.000165650844788701e+00,2.680712686007427337e+01,2.809627835705444809e+01,2.915975242194810590e+01,2.398728495694200191e+01,1.159357673973619463e+01
3.750000000000000000e+02,3.142474999999999952e+01,1.999526064757574106e+00,2.681260101598214618e+01,2.809721958469707204e+01,2.916403002748102935e+01,2.396509615655953596e+01,1.158405451970990363e+01
3.760000000000000000e+02,3.143353333333333310e+01,1.998887559596179919e+00,2.681807327911003114e+01,2.809816622395058161e+01,2.916831309178571274e+01,2.394289895379965216e+01,1.157457204429614706e+01
3.770000000000000000e+02,3.144231666666666669e+01,1.998250130936711555e+00,2.682354365072391289e+01,2.809911828788030164e+01,2.917260149829604643e+01,2.392069369946094781e+01,1.156512902671590304e+01
3.780000000000000000e+02,3.145110000000000028e+01,1.997613774386165941e+00,2.682901213208838342e+01,2.810007578944737006e+01,2.917689514289785890e+01,2.389848074167651859e+01,1.155572519333096437e+01
3.790000000000000000e+02,3.145988333333333387e+01,1.996978485583078555e+00,2.683447872446688720e+01,2.810103874149903547e+01,2.918119393198582401e+01,2.387626042588879471e+01,1.154636028224156696e+01
3.800000000000000000e+02,3.146866666666666745e+01,1.996344260197952192e+00,2.683994342912154707e+01,2.810200715675932415e+01,2.918549778102165249e+01,2.385403309481304746e+01,1.153703404210846095e+01
3.810000000000000000e+02,3.147745000000000104e+01,1.995711093931079372e+00,2.684540624731324954e+01,2.810298104782071249e+01,2.918980661330616400e+01,2.383179908843392525e+01,1.152774623089068839e+01
3.820000000000000000e+02,3.148623333333333463e+01,1.995078982511740984e+00,2.685086718030155239e+01,2.810396042713324860e+01,2.919412035906877989e+01,2.380955874402180328e+01,1.151849661467569597e+01
3.830000000000000000e+02,3.149501666666666466e+01,1.994447921698212944e+00,2.685632622934490144e+01,2.810494530700714577e+01,2.919843895418144797e+01,2.378731239614681314e+01,1.150928496675641100e+01
3.840000000000000000e+02,3.150379999999999825e+01,1.993817907277726897e+00,2.686178339570028939e+01,2.810593569958783888e+01,2.920276234010297500e+01,2.376506037668494997e+01,1.150011106692229745e+01
3.850000000000000000e+02,3.151258333333333184e+01,1.993188935066106948e+00,2.686723868062363252e+01,2.810693161685144759e+01,2.920709046308281387e+01,2.374280301482183120e+01,1.149097470086439010e+01
3.860000000000000000e+02,3.152136666666666542e+01,1.992561000907299151e+00,2.687269208536945442e+01,2.810793307060294666e+01,2.921142327340964684e+01,2.372054063705911275e+01,1.148187565964204460e+01
3.870000000000000000e+02,3.153014999999999901e+01,1.991934100672983377e+00,2.687814361119110629e+01,2.810894007247382120e+01,2.921576072487832221e+01,2.369827356722321454e+01,1.147281373921033421e+01
3.880000000000000000e+02,3.153893333333333260e+01,1.991308230262276435e+00,2.688359325934067101e+01,2.810995263389973431e+01,2.922010277474588946e+01,2.367600212647431945e+01,1.146378874001415227e+01
3.890000000000000000e+02,3.154771666666666619e+01,1.990683385601453637e+00,2.688904103106899512e+01,2.811097076613716084e+01,2.922444938304087003e+01,2.365372663331487146e+01,1.145480046664156504e+01
3.900000000000000000e+02,3.155649999999999977e+01,1.990059562643655688e+00,2.689448692762560000e+01,2.811199448024941105e+01,2.922880051243470589e+01,2.363144740359830465e+01,1.144584872752170313e+01
3.910000000000000000e+02,3.156528333333333336e+01,1.989436757368591602e+00,2.689993095025886305e+01,2.811302378709297400e+01,2.923315612809890851e+01,2.360916475053817720e+01,1.143693333465670037e+01
3.920000000000000000e+02,3.157406666666666695e+01,1.988814965782253807e+00,2.690537310021589690e+01,2.811405869732795182e+01,2.923751619730469287e+01,2.358687898471793787e+01,1.142805410338300121e+01
3.930000000000000000e+02,3.158285000000000053e+01,1.988194183916649926e+00,2.691081337874248547e+01,2.811509922139098094e+01,2.924188068944311070e+01,2.356459041410116129e+01,1.141921085215976461e+01
3.940000000000000000e+02,3.159163333333333412e+01,1.987574407829539869e+00,2.691625178708326160e+01,2.811614536949648624e+01,2.924624957576414985e+01,2.354229934404173363e+01,1.141040340238103212e+01
3.950000000000000000e+02,3.160041666666666771e+01,1.986955633604178706e+00,2.692168832648160404e+01,2.811719715164175071e+01,2.925062282912695366e+01,2.352000607729455339e+01,1.140163157820789763e+01
3.960000000000000000e+02,3.160920000000000130e+01,1.986337857349064429e+00,2.692712299817961963e+01,2.811825457760503255e+01,2.925500042385351307e+01,2.349771091402680057e+01,1.139289520641749931e+01
3.970000000000000000e+02,3.161798333333333488e+01,1.985721075197689922e+00,2.693255580341817534e+01,2.811931765693951490e+01,2.925938233564264834e+01,2.347541415182891811e+01,1.138419411626682809e+01
3.980000000000000000e+02,3.162676666666666492e+01,1.985105283308302937e+00,2.693798674343699773e+01,2.812038639896826808e+01,2.926376854147939710e+01,2.345311608572657747e+01,1.137552813936969187e+01
3.990000000000000000e+02,3.163554999999999851e+01,1.984490477863668501e+00,2.694341581947442421e+01,2.812146081278189413e+01,2.926815901952915411e+01,2.343081700819283242e+01,1.136689710958526156e+01
4.000000000000000000e+02,3.164433333333333209e+01,1.983876655070835993e+00,2.694884303276771575e+01,2.812254090723711286e+01,2.927255374903622354e+01,2.340851720916031908e+01,1.135830086291682051e+01
4.010000000000000000e+02,3.165311666666666568e+01,1.983263811160911327e+00,2.695426838455279039e+01,2.812362669095535139e+01,2.927695271023888068e+01,2.338621697603382898e+01,1.134973923741921276e+01
4.020000000000000000e+02,3.166189999999999927e+01,1.982651942388832467e+00,2.695969187606437600e+01,2.812471817232114901e+01,2.928135588429724123e+01,2.336391659370346829e+01,1.134121207311434354e+01
4.030000000000000000e+02,3.167068333333333285e+01,1.982041045033149373e+00,2.696511350853601741e+01,2.812581535948079647e+01,2.928576325322723051e+01,2.334161634455782419e+01,1.133271921191378695e+01
4.040000000000000000e+02,3.167946666666666644e+01,1.981431115395804410e+00,2.697053328319996268e+01,2.812691826034159703e+01,2.929017479983850336e+01,2.331931650849756466e+01,1.132426049754758957e+01
4.050000000000000000e+02,3.168825000000000003e+01,1.980822149801920729e+00,2.697595120128726265e+01,2.812802688257145078e+01,2.929459050767707851e+01,2.329701736294940773e+01,1.131583577549875663e+01
4.060000000000000000e+02,3.169703333333333362e+01,1.980214144599591330e+00,2.698136726402777796e+01,2.812914123359876228e+01,2.929901036097364653e+01,2.327471918288009434e+01,1.130744489294266941e+01
4.070000000000000000e+02,3.170581666666666720e+01,1.979607096159670565e+00,2.698678147265011518e+01,2.813026132061254714e+01,2.930343434459661367e+01,2.325242224081084785e+01,1.129908769869114593e+01
4.080000000000000000e+02,3.171460000000000079e+01,1.979001000875569405e+00,2.699219382838167292e+01,2.813138715056295069e+01,2.930786244400910689e+01,2.323012680683224573e+01,1.129076404314047188e+01
4.090000000000000000e+02,3.172338333333333438e+01,1.978395855163056272e+00,2.699760433244860991e+01,2.813251873016196214e+01,2.931229464522944284e+01,2.320783314861897750e+01,1.128247377822318853e+01
4.100000000000000000e+02,3.173216666666666796e+01,1.977791655460054088e+00,2.700303470079592216e+01,2.813365606588456913e+01,2.931673093479467340e+01,2.318554153144510366e+01,1.127421675736311890e+01
4.110000000000000000e+02,3.174095000000000155e+01,1.977188398226448873e+00,2.700848047227884408e+01,2.813479916396997638e+01,2.932117129972703751e+01,2.316325221819931102e+01,1.126599283543343510e+01
4.120000000000000000e+02,3.174973333333333514e+01,1.976586079943891017e+00,2.701392438244985783e+01,2.813594803042323278e+01,2.932561572750313417e+01,2.314096546940077559e+01,1.125780186871754296e+01
4.130000000000000000e+02,3.175851666666666517e+01,1.975984697115608757e+00,2.701936643253907278e+01,2.813710267101706819e+01,2.933006420602548658e+01,2.311868154321451030e+01,1.124964371487334169e+01
4.140000000000000000e+02,3.176729999999999876e+01,1.975384246266217447e+00,2.702480662377541876e+01,2.813826309129399661e+01,2.933451672359628759e+01,2.309640069546895802e+01,1.124151823289511576e+01
4.150000000000000000e+02,3.177608333333333235e+01,1.974784723941532372e+00,2.703024495738657862e+01,2.813942929656857928e+01,2.933897326889308133e+01,2.307412317966888082e+01,1.123342528308856103e+01
4.160000000000000000e+02,3.178486666666666594e+01,1.974186126708387334e+00,2.703568143459901663e+01,2.814060129193007498e+01,2.934343383094619639e+01,2.305184924701592308e+01,1.122536472703080790e+01
4.170000000000000000e+02,3.179364999999999952e+01,1.973588451154452583e+00,2.704111605663804951e+01,2.814177908224498381e+01,2.934789839911788789e+01,2.302957914642333748e+01,1.121733642754681881e+01
4.180000000000000000e+02,3.180243333333333311e+01,1.972991693888053177e+00,2.704654882472768307e+01,2.814296267216002079e+01,2.935236696308296800e+01,2.300731312453214983e+01,1.120934024868294721e+01
4.190000000000000000e+02,3.181121666666666670e+01,1.972395851537994682e+00,2.705197974009076844e+01,2.814415206610524578e+01,2.935683951281086479e+01,2.298505142572771831e+01,1.120137605568089434e+01
4.200000000000000000e+02,3.182000000000000028e+01,1.971800920753389530e+00,2.705740880394901637e+01,2.814534726829727163e+01,2.936131550497127662e+01,2.296279429215724477e+01,1.119344202578889380e+01
4.210000000000000000e+02,3.182501666666666651e+01,1.971206917156983929e+00,2.706307718408934093e+01,2.814654828274222709e+01,2.936571785506135157e+01,2.294054196374720078e+01,1.118546373739606103e+01
4.220000000000000000e+02,3.183003333333333273e+01,1.970613805922206918e+00,2.706874354720968867e+01,2.814775511323970392e+01,2.937005791794475229e+01,2.291829467821949251e+01,1.117745001073850730e+01
4.230000000000000000e+02,3.183504999999999896e+01,1.970021596146803500e+00,2.707440789469773534e+01,2.814896776338626339e+01,2.937436004899652531e+01,2.289605267108349551e+01,1.116942611618024195e+01
4.240000000000000000e+02,3.184006666666666874e+01,1.969430285964316019e+00,2.708007022793967522e+01,2.815018623656680674e+01,2.937863250687435368e+01,2.287381617571011461e+01,1.116140024479267012e+01
4.250000000000000000e+02,3.184508333333333496e+01,1.968839872135222935e+00,2.708573054832032412e+01,2.815141053598889442e+01,2.938288030377538718e+01,2.285158542317822494e+01,1.115337695828201525e+01
4.260000000000000000e+02,3.185010000000000119e+01,1.968250351240482088e+00,2.709138885722305190e+01,2.815264066467583248e+01,2.938710683735029860e+01,2.282936064268870879e+01,1.114535950187012681e+01
4.270000000000000000e+02,3.185511666666666741e+01,1.967661719927175978e+00,2.709704515602982866e+01,2.815387662545363412e+01,2.939131436106342221e+01,2.280714206126926058e+01,1.113735012738405494e+01
4.280000000000000000e+02,3.186013333333333364e+01,1.967073975046287115e+00,2.710269944612119275e+01,2.815511842096004003e+01,2.939550462641850359e+01,2.278492990374407157e+01,1.112935049559773404e+01
4.290000000000000000e+02,3.186514999999999986e+01,1.966487113292169742e+00,2.710835172887623301e+01,2.815636605365380518e+01,2.939967911675773848e+01,2.276272439287276583e+01,1.112136194821420965e+01
4.300000000000000000e+02,3.187016666666666609e+01,1.965901131667624480e+00,2.711400200567263497e+01,2.815761952581987160e+01,2.940383907568357102e+01,2.274052574938493620e+01,1.111338559547998095e+01
4.310000000000000000e+02,3.187518333333333231e+01,1.965316026814045047e+00,2.711965027788672700e+01,2.815887883957960014e+01,2.940798554830396938e+01,2.271833419201054838e+01,1.110542235974130065e+01
4.320000000000000000e+02,3.188020000000000209e+01,1.964731795478520615e+00,2.712529654689333469e+01,2.816014399686979175e+01,2.941211940179537265e+01,2.269614993725602048e+01,1.109747299544063637e+01
4.330000000000000000e+02,3.188521666666666832e+01,1.964148434515378128e+00,2.713094081406590163e+01,2.816141499948822258e+01,2.941624141549992189e+01,2.267397319990295301e+01,1.108953816477407806e+01
4.340000000000000000e+02,3.189023333333333454e+01,1.963565940828881029e+00,2.713658308077650005e+01,2.816269184905364042e+01,2.942035225944390220e+01,2.265180419251351651e+01,1.108161842544956244e+01
4.350000000000000000e+02,3.189525000000000077e+01,1.962984311339815324e+00,2.714222334839571360e+01,2.816397454703173864e+01,2.942445253231943170e+01,2.262964312565529568e+01,1.107371426286364446e+01
4.360000000000000000e+02,3.190026666666666699e+01,1.962403542980796667e+00,2.714786161829282207e+01,2.816526309474187428e+01,2.942854277411764485e+01,2.260749020797526754e+01,1.106582610403397915e+01
4.370000000000000000e+02,3.190528333333333322e+01,1.961823632701094722e+00,2.715349789183561313e+01,2.816655749335866332e+01,2.943262347288840175e+01,2.258534564620531171e+01,1.105795432566066694e+01
4.380000000000000000e+02,3.191029999999999944e+01,1.961244577469683614e+00,2.715913217039054572e+01,2.816785774391349051e+01,2.943669507104981165e+01,2.256320964514731742e+01,1.105009926035010359e+01
4.390000000000000000e+02,3.191531666666666922e+01,1.960666374275285673e+00,2.716476445532255468e+01,2.816916384729833922e+01,2.944075797221675472e+01,2.254108240767861560e+01,1.104226120277101053e+01
4.400000000000000000e+02,3.192033333333333545e+01,1.960089020124869741e+00,2.717039474799533849e+01,2.817047580427031761e+01,2.944481254708597007e+01,2.251896413477414072e+01,1.103444041527326114e+01
4.410000000000000000e+02,3.192535000000000167e+01,1.959512512044547572e+00,2.717602304977109640e+01,2.817179361545586502e+01,2.944885913775445374e+01,2.249685502552936356e+01,1.102663713234665366e+01
4.420000000000000000e+02,3.193036666666666790e+01,1.958936847076647947e+00,2.718164936201063497e+01,2.817311728135465643e+01,2.945289806098626784e+01,2.247475527717691790e+01,1.101885156402848054e+01
4.430000000000000000e+02,3.193538333333333412e+01,1.958362022282756021e+00,2.718727368607343564e+01,2.817444680234302723e+01,2.945692961102266949e+01,2.245266508510037085e+01,1.101108389869586901e+01
4.440000000000000000e+02,3.194040000000000035e+01,1.957788034741641869e+00,2.719289602331747702e+01,2.817578217867765744e+01,2.946095406210865875e+01,2.243058464284899145e+01,1.100333430551208025e+01
4.450000000000000000e+02,3.194541666666666657e+01,1.957214881548843932e+00,2.719851637509944098e+01,2.817712341049919900e+01,2.946497167067653322e+01,2.240851414215403636e+01,1.099560293657146381e+01
4.460000000000000000e+02,3.195043333333333280e+01,1.956642559816730298e+00,2.720413474277460963e+01,2.817847049783582136e+01,2.946898267717102016e+01,2.238645377294493244e+01,1.098788992873089221e+01
4.470000000000000000e+02,3.195545000000000258e+01,1.956071066674535119e+00,2.720975112769684046e+01,2.817982344060674649e+01,2.947298730759395013e+01,2.236440372336486249e+01,1.098019540516204096e+01
4.480000000000000000e+02,3.196046666666666880e+01,1.955500399268190970e+00,2.721536553121865509e+01,2.818118223862563809e+01,2.947698577485275351e+01,2.234236417978613432e+01,1.097251947668917005e+01
4.490000000000000000e+02,3.196548333333333503e+01,1.954930554760085926e+00,2.722097795469113990e+01,2.818254689160383109e+01,2.948097827995219333e+01,2.232033532682506305e+01,1.096486224296421064e+01
4.500000000000000000e+02,3.197050000000000125e+01,1.954361530328863727e+00,2.722658839946406317e+01,2.818391739915358940e+01,2.948496501304282091e+01,2.229831734735719451e+01,1.095722379350443099e+01
4.510000000000000000e+02,3.197551666666666748e+01,1.953793323169280116e+00,2.723219686688574726e+01,2.818529376079121818e+01,2.948894615434097233e+01,2.227631042253231541e+01,1.094960420860677353e+01
4.520000000000000000e+02,3.198053333333333370e+01,1.953225930492065832e+00,2.723780335830316091e+01,2.818667597594010488e+01,2.949292187494129891e+01,2.225431473178920072e+01,1.094200356015414677e+01
4.530000000000000000e+02,3.198554999999999993e+01,1.952659349523780730e+00,2.724340787506196193e+01,2.818806404393357923e+01,2.949689233753964857e+01,2.223233045287007670e+01,1.093442191233062744e+01
4.540000000000000000e+02,3.199056666666666970e+01,1.952093577506663680e+00,2.724901041850638350e+01,2.818945796401775894e+01,2.950085769707952821e+01,2.221035776183508403e+01,1.092685932226010870e+01
4.550000000000000000e+02,3.199558333333333593e+01,1.951528611698487792e+00,2.725461098997922704e+01,2.819085773535414319e+01,2.950481810133144478e+01,2.218839683307649580e+01,1.091931584057859972e+01
4.560000000000000000e+02,3.200059999999999860e+01,1.950964449372423859e+00,2.726020959082202921e+01,2.819226335702218122e+01,2.950877369141323925e+01,2.216644783933242735e+01,1.091179151193773755e+01
4.570000000000000000e+02,3.200561666666666838e+01,1.950401087816906465e+00,2.726580622237495177e+01,2.819367482802158165e+01,2.951272460225905547e+01,2.214451095170153039e+01,1.090428637550722080e+01
4.580000000000000000e+02,3.201063333333333816e+01,1.949838524335502976e+00,2.727140088597666789e+01,2.819509214727446178e+01,2.951667096304350579e+01,2.212258633965416976e+01,1.089680046530674495e+01
4.590000000000000000e+02,3.201565000000000083e+01,1.949276756246784537e+00,2.727699358296467480e+01,2.819651531362729813e+01,2.952061289756628071e+01,2.210067417104901821e+01,1.088933381069603001e+01
4.600000000000000000e+02,3.202066666666667061e+01,1.948715780884198612e+00,2.728258431467494205e+01,2.819794432585273825e+01,2.952455052460203433e+01,2.207877461214430070e+01,1.088188643666559763e+01
4.610000000000000000e+02,3.202568333333333328e+01,1.948155595595943090e+00,2.728817308244217088e+01,2.819937918265105381e+01,2.952848395821919780e+01,2.205688782761010103e+01,1.087445836413425937e+01
4.620000000000000000e+02,3.203070000000000306e+01,1.947596197744847046e+00,2.729375988759969829e+01,2.820081988265140538e+01,2.953241330807116682e+01,2.203501398054081761e+01,1.086704961023578697e+01
4.630000000000000000e+02,3.203571666666666573e+01,1.947037584708248614e+00,2.729934473147948637e+01,2.820226642441291531e+01,2.953633867966317794e+01,2.201315323246741684e+01,1.085966018859314808e+01
4.640000000000000000e+02,3.204073333333333551e+01,1.946479753877876862e+00,2.730492761541213653e+01,2.820371880642534279e+01,2.954026017459709408e+01,2.199130574336938793e+01,1.085229010956320472e+01
4.650000000000000000e+02,3.204574999999999818e+01,1.945922702659735437e+00,2.731050854072691436e+01,2.820517702710954921e+01,2.954417789079645473e+01,2.196947167168581672e+01,1.084493938045237194e+01
4.660000000000000000e+02,3.205076666666666796e+01,1.945366428473986664e+00,2.731608750875172120e+01,2.820664108481755505e+01,2.954809192270797524e+01,2.194765117432628188e+01,1.083760800571426586e+01
4.670000000000000000e+02,3.205578333333333774e+01,1.944810928754841184e+00,2.732166452081314389e+01,2.820811097783251853e+01,2.955200236151371485e+01,2.192584440668160539e+01,1.083029598713630115e+01
4.680000000000000000e+02,3.206080000000000041e+01,1.944256200950443159e+00,2.732723957823635885e+01,2.820958670436816718e+01,2.955590929526869814e+01,2.190405152263389965e+01,1.082300332401390364e+01
4.690000000000000000e+02,3.206581666666667019e+01,1.943702242522762136e+00,2.733281268234524575e+01,2.821106826256804112e+01,2.955981280911663234e+01,2.188227267456663583e+01,1.081573001331028294e+01
4.700000000000000000e+02,3.207083333333333286e+01,1.943149050947483358e+00,2.733838383446236975e+01,2.821255565050425673e+01,2.956371298541126791e+01,2.186050801337398397e+01,1.080847604980257337e+01
4.710000000000000000e+02,3.207585000000000264e+01,1.942596623713901405e+00,2.734395303590888560e+01,2.821404886617638752e+01,2.956760990385509302e+01,2.183875768846988308e+01,1.080124142621751027e+01
4.720000000000000000e+02,3.208086666666666531e+01,1.942044958324813164e+00,2.734952028800464419e+01,2.821554790750946395e+01,2.957150364163411993e+01,2.181702184779698328e+01,1.079402613335830630e+01
4.730000000000000000e+02,3.208588333333333509e+01,1.941494052296414141e+00,2.735508559206816770e+01,2.821705277235214737e+01,2.957539427354554462e+01,2.179530063783456129e+01,1.078683016022286267e+01
4.740000000000000000e+02,3.209090000000000487e+01,1.940943903158195871e+00,2.736064894941660697e+01,2.821856345847448821e+01,2.957928187211303239e+01,2.177359420360709308e+01,1.077965349411363682e+01
4.750000000000000000e+02,3.209591666666666754e+01,1.940394508452842226e+00,2.736621036136580543e+01,2.822007996356531478e+01,2.958316650769149447e+01,2.175190268869171817e+01,1.077249612073963725e+01
4.760000000000000000e+02,3.210093333333333732e+01,1.939845865736128161e+00,2.737176982923030621e+01,2.822160228522945147e+01,2.958704824856590676e+01,2.173022623522568608e+01,1.076535802431177125e+01
4.770000000000000000e+02,3.210594999999999999e+01,1.939297972576822904e+00,2.737732735432325271e+01,2.822313042098475933e+01,2.959092716104587595e+01,2.170856498391326639e+01,1.075823918763199316e+01
4.780000000000000000e+02,3.211096666666666977e+01,1.938750826556588258e+00,2.738288293795648443e+01,2.822466436825906300e+01,2.959480330955436145e+01,2.168691907403297137e+01,1.075113959217685533e+01
4.790000000000000000e+02,3.211598333333333244e+01,1.938204425269882236e+00,2.738843658144056192e+01,2.822620412438653048e+01,2.959867675671041454e+01,2.166528864344390115e+01,1.074405921817557896e+01
4.800000000000000000e+02,3.212100000000000222e+01,1.937658766323870019e+00,2.739398828608465308e+01,2.822774968660423767e+01,2.960254907168437555e+01,2.164367382859230204e+01,1.073699844375851775e+01
4.810000000000000000e+02,3.213115000000000521e+01,1.937113868160587726e+00,2.740012833998317276e+01,2.822930105204848772e+01,2.960652245845230013e+01,2.162207476451745336e+01,1.073006473470160493e+01
4.820000000000000000e+02,3.214130000000000109e+01,1.936569701517463660e+00,2.740626602395037281e+01,2.823085821775094217e+01,2.961058520904779101e+01,2.160049158485409748e+01,1.072323990822283690e+01
4.830000000000000000e+02,3.215145000000000408e+01,1.936026272286300198e+00,2.741240133975363591e+01,2.823242118063291528e+01,2.961470249715416969e+01,2.157892442182649262e+01,1.071649124097792871e+01
4.840000000000000000e+02,3.216159999999999997e+01,1.935483579141968002e+00,2.741853428915837299e+01,2.823398993750665653e+01,2.961886275083502795e+01,2.155737340628816057e+01,1.070980732206303898e+01
4.850000000000000000e+02,3.217175000000000296e+01,1.934941619465976093e+00,2.742466487392804808e+01,2.823556448505681615e+01,2.962305978986441346e+01,2.153583866773070454e+01,1.070318143265570399e+01
4.860000000000000000e+02,3.218189999999999884e+01,1.934400390562542205e+00,2.743079309582419256e+01,2.823714481986140967e+01,2.962728904719657663e+01,2.151432033415813549e+01,1.069660930011016653e+01
4.870000000000000000e+02,3.219205000000000183e+01,1.933859889852628022e+00,2.743691895660626301e+01,2.823873093837559622e+01,2.963154724613153590e+01,2.149281853235134676e+01,1.069008756300041441e+01
4.880000000000000000e+02,3.220220000000000482e+01,1.933320114994484751e+00,2.744304245803187214e+01,2.824032283692065803e+01,2.963583198890238180e+01,2.147133338771274325e+01,1.068361362644780499e+01
4.890000000000000000e+02,3.221235000000000070e+01,1.932781063387926546e+00,2.744916360185655790e+01,2.824192051168313355e+01,2.964014135477984979e+01,2.144986502427623520e+01,1.067718544573703277e+01
4.900000000000000000e+02,3.222250000000000369e+01,1.932242732899230653e+00,2.745528238983401792e+01,2.824352395871335375e+01,2.964447372470532827e+01,2.142841356461094193e+01,1.067080137707744747e+01
4.910000000000000000e+02,3.223264999999999958e+01,1.931705121029358541e+00,2.746139882371593899e+01,2.824513317392194978e+01,2.964882771949958240e+01,2.140697913007456421e+01,1.066445995348398590e+01
4.920000000000000000e+02,3.224280000000000257e+01,1.931168225363939728e+00,2.746751290525203615e+01,2.824674815308119591e+01,2.965320215530782377e+01,2.138556184055227405e+01,1.065815993304635256e+01
4.930000000000000000e+02,3.225294999999999845e+01,1.930632043579624479e+00,2.747362463619011308e+01,2.824836889180294364e+01,2.965759603213316353e+01,2.136416181460678843e+01,1.065190022709160544e+01
4.940000000000000000e+02,3.226310000000000144e+01,1.930096573398221160e+00,2.747973401827602657e+01,2.824999538556565071e+01,2.966200845169725042e+01,2.134277916949664800e+01,1.064567987092993206e+01
4.950000000000000000e+02,3.227325000000000443e+01,1.929561812557593736e+00,2.748584105325363325e+01,2.825162762967634578e+01,2.966643863408339499e+01,2.132141402116198492e+01,1.063949800101994470e+01
4.960000000000000000e+02,3.228340000000000032e+01,1.929027758806062254e+00,2.749194574286496717e+01,2.825326561928532598e+01,2.967088587902706820e+01,2.130006648421415960e+01,1.063335383835710246e+01
4.970000000000000000e+02,3.229355000000000331e+01,1.928494409905445295e+00,2.749804808884999829e+01,2.825490934938528653e+01,2.967534955315342415e+01,2.127873667194091567e+01,1.062724667580476279e+01
4.980000000000000000e+02,3.230369999999999919e+01,1.927961763633173620e+00,2.750414809294687402e+01,2.825655881480632203e+01,2.967982908266766628e+01,2.125742469631756393e+01,1.062117586729758045e+01
4.990000000000000000e+02,3.231385000000000218e+01,1.927429817782077448e+00,2.751024575689174156e+01,2.825821401021122270e+01,2.968432394625238757e+01,2.123613066801537030e+01,1.061514081866021009e+01
