time_s,air_T_C,surface_C_drybasis,air_dewpoint_C,baseline_center_T_C,baseline_surface_T_C,latent_center_T_C,latent_surface_T_C
9.160000000000000000e+02,3.567520000000000380e+01,1.749050413354507949e+00,2.966838976862053201e+01,2.938212312383131675e+01,3.181557878986059151e+01,1.442507522829164834e+01,9.612711184147242349e+00
9.170000000000000000e+02,3.568464999999999776e+01,1.748698508939813712e+00,2.967119714515161633e+01,2.938576980352651091e+01,3.182103338280593618e+01,1.441388399741838100e+01,9.612915617117183231e+00
9.180000000000000000e+02,3.569409999999999883e+01,1.748346869940551995e+00,2.967400402867881226e+01,2.938942025444386630e+01,3.182649908365270619e+01,1.440271529803261785e+01,9.613139572665362564e+00
9.190000000000000000e+02,3.570354999999999990e+01,1.747995496064824072e+00,2.967681041936871367e+01,2.939307446527101320e+01,3.183197555878719243e+01,1.439156910204414075e+01,9.613382713999632401e+00
9.200000000000000000e+02,3.571300000000000097e+01,1.747644387008600031e+00,2.967961631738779715e+01,2.939673242467685199e+01,3.183746250232799824e+01,1.438044538132634464e+01,9.613644731084546535e+00
9.210000000000000000e+02,3.572245000000000203e+01,1.747293542457435178e+00,2.968242172290243630e+01,2.940039412131451257e+01,3.184295963236304416e+01,1.436934410771943504e+01,9.613925337003689009e+00
9.220000000000000000e+02,3.573190000000000310e+01,1.746942962087860263e+00,2.968522663607892653e+01,2.940405954382404730e+01,3.184846668770313727e+01,1.435826525303345846e+01,9.614224265177057305e+00
9.230000000000000000e+02,3.574135000000000417e+01,1.746592645568535884e+00,2.968803105708345313e+01,2.940772868083503155e+01,3.185398342544268147e+01,1.434720878905111441e+01,9.614541267106927691e+00
9.240000000000000000e+02,3.575079999999999814e+01,1.746242592561232376e+00,2.969083498608225113e+01,2.941140152096908622e+01,3.185950961905728107e+01,1.433617468753044299e+01,9.614876110415996990e+00
9.250000000000000000e+02,3.576024999999999920e+01,1.745892802721670689e+00,2.969363842324126423e+01,2.941507805284233967e+01,3.186504505673522658e+01,1.432516292020754989e+01,9.615228577121044395e+00
9.260000000000000000e+02,3.576970000000000027e+01,1.745543275700250252e+00,2.969644136872653561e+01,2.941875826506787561e+01,3.187058953986295151e+01,1.431417345879951242e+01,9.615598462149307579e+00
9.270000000000000000e+02,3.577915000000000134e+01,1.745194011142672252e+00,2.969924382270388463e+01,2.942244214625811694e+01,3.187614288170274435e+01,1.430320627500690200e+01,9.615985572078072252e+00
9.280000000000000000e+02,3.578860000000000241e+01,1.744845008690484534e+00,2.970204578533917328e+01,2.942612968502714210e+01,3.188170490627118525e+01,1.429226134051619113e+01,9.616389724050137033e+00
9.290000000000000000e+02,3.579805000000000348e+01,1.744496267981557214e+00,2.970484725679806814e+01,2.942982086999288427e+01,3.188727544737570696e+01,1.428133862700253509e+01,9.616810744822714696e+00
9.300000000000000000e+02,3.580750000000000455e+01,1.744147788650499242e+00,2.970764823724624648e+01,2.943351568977936950e+01,3.189285434776436290e+01,1.427043810613210617e+01,9.617248469926622079e+00
9.310000000000000000e+02,3.581694999999999851e+01,1.743799570329025439e+00,2.971044872684918658e+01,2.943721413301889456e+01,3.189844145836794098e+01,1.425955974956436378e+01,9.617702742923523118e+00
9.320000000000000000e+02,3.582639999999999958e+01,1.743451612646283122e+00,2.971324872577243781e+01,2.944091618835394897e+01,3.190403663762714714e+01,1.424870352895457337e+01,9.618173414749895400e+00
9.330000000000000000e+02,3.583585000000000065e+01,1.743103915229142098e+00,2.971604823418133279e+01,2.944462184443946029e+01,3.190963975089659499e+01,1.423786941595606947e+01,9.618660343134850521e+00
9.340000000000000000e+02,3.584530000000000172e+01,1.742756477702452234e+00,2.971884725224114376e+01,2.944833108994470194e+01,3.191525066991421511e+01,1.422705738222249394e+01,9.619163392079935093e+00
9.350000000000000000e+02,3.585475000000000279e+01,1.742409299689274826e+00,2.972164578011717140e+01,2.945204391355534312e+01,3.192086927232535842e+01,1.421626739941001105e+01,9.619682431392456934e+00
9.360000000000000000e+02,3.586420000000000385e+01,1.742062380811091105e+00,2.972444381797446766e+01,2.945576030397540634e+01,3.192649544125415062e+01,1.420549943917953684e+01,9.620217336270824759e+00
9.370000000000000000e+02,3.587364999999999782e+01,1.741715720687988966e+00,2.972724136597808453e+01,2.945948024992925696e+01,3.193212906491688940e+01,1.419475347319925440e+01,9.620767986906068714e+00
9.380000000000000000e+02,3.588309999999999889e+01,1.741369318938831290e+00,2.973003842429302068e+01,2.946320374016366728e+01,3.193777003627264222e+01,1.418402947314637608e+01,9.621334268190109285e+00
9.390000000000000000e+02,3.589254999999999995e+01,1.741023175181411586e+00,2.973283499308417532e+01,2.946693076344985585e+01,3.194341825270608481e+01,1.417332741070990565e+01,9.621916069335185284e+00
9.400000000000000000e+02,3.590200000000000102e+01,1.740677289032590558e+00,2.973563107251628779e+01,2.947066130858552668e+01,3.194907361573937266e+01,1.416264725759283039e+01,9.622513283618456370e+00
9.410000000000000000e+02,3.591145000000000209e+01,1.740331660108423106e+00,2.973842666275411162e+01,2.947439536439716434e+01,3.195473603076917968e+01,1.415198898551444628e+01,9.623125808141171689e+00
9.420000000000000000e+02,3.592090000000000316e+01,1.739986288024274463e+00,2.974122176396223338e+01,2.947813291974221883e+01,3.196040540682645315e+01,1.414135256621294090e+01,9.623753543595803706e+00
9.430000000000000000e+02,3.593035000000000423e+01,1.739641172394925217e+00,2.974401637630528228e+01,2.948187396351146816e+01,3.196608165635633370e+01,1.413073797144786248e+01,9.624396394040180880e+00
9.440000000000000000e+02,3.593979999999999819e+01,1.739296312834668123e+00,2.974681049994765658e+01,2.948561848463145907e+01,3.197176469501609120e+01,1.412014517300293015e+01,9.625054266693432226e+00
9.450000000000000000e+02,3.594924999999999926e+01,1.738951708957396036e+00,2.974960413505376877e+01,2.948936647206710759e+01,3.197745444148938176e+01,1.410957414268879972e+01,9.625727071756328357e+00
9.460000000000000000e+02,3.595870000000000033e+01,1.738607360376684507e+00,2.975239728178790344e+01,2.949311791482444889e+01,3.198315081731500342e+01,1.409902485234600533e+01,9.626414722247687905e+00
9.470000000000000000e+02,3.596815000000000140e+01,1.738263266705865728e+00,2.975518994031427766e+01,2.949687280195350070e+01,3.198885374672875770e+01,1.408849727384802009e+01,9.627117133849779407e+00
9.480000000000000000e+02,3.597760000000000247e+01,1.737919427558097807e+00,2.975798211079705879e+01,2.950063112255124054e+01,3.199456315651719862e+01,1.407799137910444998e+01,9.627834224763164528e+00
9.490000000000000000e+02,3.598705000000000354e+01,1.737575842546427607e+00,2.976077379340024365e+01,2.950439286576478182e+01,3.200027897588217485e+01,1.406750714006453862e+01,9.628565915572949052e+00
9.500000000000000000e+02,3.599650000000000460e+01,1.737232511283851144e+00,2.976356498828784680e+01,2.950815802079469563e+01,3.200600113631507071e+01,1.405704452872049792e+01,9.629312129126176956e+00
9.510000000000000000e+02,3.600594999999999857e+01,1.736889433383364212e+00,2.976635569562377626e+01,2.951192657689850307e+01,3.201172957147994680e+01,1.404660351711127397e+01,9.630072790418077844e+00
9.520000000000000000e+02,3.601539999999999964e+01,1.736546608458016561e+00,2.976914591557176237e+01,2.951569852339422440e+01,3.201746421710508628e+01,1.403618407732640172e+01,9.630847826485585017e+00
9.530000000000000000e+02,3.602485000000000070e+01,1.736204036120963190e+00,2.977193564829556749e+01,2.951947384966419818e+01,3.202320501088043869e+01,1.402578618150986678e+01,9.631637166307447373e+00
9.540000000000000000e+02,3.603430000000000177e+01,1.735861715985504539e+00,2.977472489395885447e+01,2.952325254515873709e+01,3.202895189236950557e+01,1.401540980186416085e+01,9.632440740711416538e+00
9.550000000000000000e+02,3.604375000000000284e+01,1.735519647665126231e+00,2.977751365272517248e+01,2.952703459940056163e+01,3.203470480290985023e+01,1.400505491065453789e+01,9.633258482287576641e+00
9.560000000000000000e+02,3.605320000000000391e+01,1.735177830773535934e+00,2.978030192475793214e+01,2.953082000198891066e+01,3.204046368553161273e+01,1.399472148021338214e+01,9.634090325307457903e+00
9.570000000000000000e+02,3.606264999999999787e+01,1.734836264924698890e+00,2.978308971022062579e+01,2.953460874260355595e+01,3.204622848488538267e+01,1.398440948294458686e+01,9.634936205647958829e+00
9.580000000000000000e+02,3.607209999999999894e+01,1.734494949732870772e+00,2.978587700927648285e+01,2.953840081100909742e+01,3.205199914717145049e+01,1.397411889132800411e+01,9.635796060719924228e+00
9.590000000000000000e+02,3.608155000000000001e+01,1.734153884812628776e+00,2.978866382208880381e+01,2.954219619705938626e+01,3.205777562006922921e+01,1.396384967792402954e+01,9.636669829401132148e+00
9.600000000000000000e+02,3.609100000000000108e+01,1.733813069778899596e+00,2.979145014882066889e+01,2.954599489070205465e+01,3.206355727367608921e+01,1.395360181537821909e+01,9.637556204869644816e+00
9.610000000000000000e+02,3.609538333333333782e+01,1.733472535165071937e+00,2.979609294697126742e+01,2.954979688198316268e+01,3.206923996763399742e+01,1.394337527642602304e+01,9.638353040551045581e+00
9.620000000000000000e+02,3.609976666666666745e+01,1.733132270588709778e+00,2.980073439610580266e+01,2.955360216105145099e+01,3.207483931527089993e+01,1.393317003389773134e+01,9.639075352251639472e+00
9.630000000000000000e+02,3.610415000000000418e+01,1.732792268165693761e+00,2.980537449697805386e+01,2.955741071816568777e+01,3.208038783719952391e+01,1.392298606072308687e+01,9.639755805242353759e+00
9.640000000000000000e+02,3.610853333333333381e+01,1.732452525464950099e+00,2.981001325034121763e+01,2.956122254369143576e+01,3.208589712482725531e+01,1.391282332993855420e+01,9.640405319196727163e+00
9.650000000000000000e+02,3.611291666666667055e+01,1.732113040948078497e+00,2.981465065694783689e+01,2.956503762812245384e+01,3.209137329445998432e+01,1.390268181468092834e+01,9.641030504297491532e+00
9.660000000000000000e+02,3.611730000000000018e+01,1.731773813133845152e+00,2.981928671754978311e+01,2.956885596205970757e+01,3.209682085918682048e+01,1.389256148821224990e+01,9.641635427331889829e+00
9.670000000000000000e+02,3.612168333333333692e+01,1.731434840788340201e+00,2.982392143289834152e+01,2.957267753622788931e+01,3.210224305428994995e+01,1.388246232390538815e+01,9.642223221496688979e+00
9.680000000000000000e+02,3.612606666666666655e+01,1.731096122876593757e+00,2.982855480374417922e+01,2.957650234148632507e+01,3.210764226366728025e+01,1.387238429525011441e+01,9.642796350141619399e+00
9.690000000000000000e+02,3.613045000000000329e+01,1.730757658508904617e+00,2.983318683083728118e+01,2.958033036883023215e+01,3.211302039403540931e+01,1.386232737586253094e+01,9.643356746912751021e+00
9.700000000000000000e+02,3.613483333333333292e+01,1.730419446914268411e+00,2.983781751492708878e+01,2.958416160939242445e+01,3.211837904962784762e+01,1.385229153950354331e+01,9.643905939120012150e+00
9.710000000000000000e+02,3.613921666666666965e+01,1.730081487353838821e+00,2.984244685676231867e+01,2.958799605444707836e+01,3.212371959831658330e+01,1.384227676005052743e+01,9.644445272863734431e+00
9.720000000000000000e+02,3.614359999999999928e+01,1.729743779101120982e+00,2.984707485709114749e+01,2.959183369540826192e+01,3.212904321571425470e+01,1.383228301153408601e+01,9.644975879803718399e+00
9.730000000000000000e+02,3.614798333333333602e+01,1.729406321490633003e+00,2.985170151666109462e+01,2.959567452385354613e+01,3.213435089457488658e+01,1.382231026812904418e+01,9.645498742896243982e+00
9.740000000000000000e+02,3.615236666666666565e+01,1.729069113907575339e+00,2.985632683621906835e+01,2.959951853149423329e+01,3.213964352834673122e+01,1.381235850415460042e+01,9.646014725322004324e+00
9.750000000000000000e+02,3.615675000000000239e+01,1.728732155768552214e+00,2.986095081651129490e+01,2.960336571021602481e+01,3.214492189285996915e+01,1.380242769407867520e+01,9.646524592382140995e+00
9.760000000000000000e+02,3.616113333333333202e+01,1.728395446510379463e+00,2.986557345828344623e+01,2.960721605206358120e+01,3.215018668503866905e+01,1.379251781252326836e+01,9.647029027504062881e+00
9.770000000000000000e+02,3.616551666666666875e+01,1.728058985586424567e+00,2.987019476228057968e+01,2.961106954924128942e+01,3.215543853562419230e+01,1.378262883426860697e+01,9.647528644583360347e+00
9.780000000000000000e+02,3.616989999999999839e+01,1.727722772465413836e+00,2.987481472924707049e+01,2.961492619411830773e+01,3.216067801645485247e+01,1.377276073425581338e+01,9.648023998376730859e+00
9.790000000000000000e+02,3.617428333333333512e+01,1.727386806630071270e+00,2.987943335992671834e+01,2.961878597923345424e+01,3.216590564745006731e+01,1.376291348758945610e+01,9.648515593319315187e+00
9.800000000000000000e+02,3.617866666666666475e+01,1.727051087575400601e+00,2.988405065506269409e+01,2.962264889729804906e+01,3.217112190397687499e+01,1.375308706954048610e+01,9.649003890588671695e+00
9.810000000000000000e+02,3.618305000000000149e+01,1.726715614807081467e+00,2.988866661539752556e+01,2.962651494119782924e+01,3.217632722322854733e+01,1.374328145554887648e+01,9.649489313606178342e+00
9.820000000000000000e+02,3.618743333333333112e+01,1.726380387840191766e+00,2.989328124167318990e+01,2.963038410399480327e+01,3.218152200903591620e+01,1.373349662122607207e+01,9.649972252520971239e+00
9.830000000000000000e+02,3.619181666666666786e+01,1.726045406198210674e+00,2.989789453463095015e+01,2.963425637892934006e+01,3.218670663558622635e+01,1.372373254235716722e+01,9.650453068082644137e+00
9.840000000000000000e+02,3.619619999999999749e+01,1.725710669412197307e+00,2.990250649501154356e+01,2.963813175942224731e+01,3.219188145062058481e+01,1.371398919490295754e+01,9.650932094998202260e+00
9.850000000000000000e+02,3.620058333333333422e+01,1.725376177020084834e+00,2.990711712355503593e+01,2.964201023907655852e+01,3.219704677829624728e+01,1.370426655500174284e+01,9.651409644765553963e+00
9.860000000000000000e+02,3.620496666666666385e+01,1.725041928566059868e+00,2.991172642100087486e+01,2.964589181167874798e+01,3.220220292167809362e+01,1.369456459897108047e+01,9.651886008053301325e+00
9.870000000000000000e+02,3.620935000000000059e+01,1.724707923600028669e+00,2.991633438808794310e+01,2.964977647120003112e+01,3.220735016485024005e+01,1.368488330330917258e+01,9.652361456747421187e+00
9.880000000000000000e+02,3.621373333333333022e+01,1.724374161677152184e+00,2.992094102555446256e+01,2.965366421179765410e+01,3.221248877471734318e+01,1.367522264469610782e+01,9.652836245747639765e+00
9.890000000000000000e+02,3.621811666666666696e+01,1.724040642357439923e+00,2.992554633413805476e+01,2.965755502781559017e+01,3.221761900257736499e+01,1.366558259999484370e+01,9.653310614513950227e+00
9.900000000000000000e+02,3.622249999999999659e+01,1.723707365205395359e+00,2.993015031457575859e+01,2.966144891378524306e+01,3.222274108551400218e+01,1.365596314625218533e+01,9.653784788564582442e+00
9.910000000000000000e+02,3.622688333333333333e+01,1.723374329789702397e+00,2.993475296760394144e+01,2.966534586442600485e+01,3.222785524762866061e+01,1.364636426069942843e+01,9.654258980428497949e+00
9.920000000000000000e+02,3.623126666666667006e+01,1.723041535682947156e+00,2.993935429395838099e+01,2.966924587464548679e+01,3.223296170112781311e+01,1.363678592075298823e+01,9.654733391046224966e+00
9.930000000000000000e+02,3.623564999999999969e+01,1.722708982461372162e+00,2.994395429437426515e+01,2.967314893953952648e+01,3.223806064728540122e+01,1.362722810401439766e+01,9.655208210563554161e+00
9.940000000000000000e+02,3.624003333333333643e+01,1.722376669704652752e+00,2.994855296958620272e+01,2.967705505439214519e+01,3.224315227730103572e+01,1.361769078827038193e+01,9.655683619136587126e+00
9.950000000000000000e+02,3.624441666666666606e+01,1.722044596995702559e+00,2.995315032032811686e+01,2.968096421467503987e+01,3.224823677306952163e+01,1.360817395149269871e+01,9.656159787698058494e+00
9.960000000000000000e+02,3.624880000000000280e+01,1.721712763920494771e+00,2.995774634733332320e+01,2.968487641604693295e+01,3.225331430787243647e+01,1.359867757183761761e+01,9.656636878679508484e+00
9.970000000000000000e+02,3.625318333333333243e+01,1.721381170067901145e+00,2.996234105133463643e+01,2.968879165435264511e+01,3.225838504700078602e+01,1.358920162764525230e+01,9.657115046642081424e+00
9.980000000000000000e+02,3.625756666666666916e+01,1.721049815029547236e+00,2.996693443306413229e+01,2.969270992562193712e+01,3.226344914831720700e+01,1.357974609743853911e+01,9.657594438819611327e+00
9.990000000000000000e+02,3.626194999999999879e+01,1.720718698399682278e+00,2.997152649325337137e+01,2.969663122606787198e+01,3.226850676276529839e+01,1.357031095992186032e+01,9.658075195609260533e+00
1.000000000000000000e+03,3.626633333333333553e+01,1.720387819775057725e+00,2.997611723263325345e+01,2.970055555208508480e+01,3.227355803483214203e+01,1.356089619397944901e+01,9.658557451030407748e+00
1.001000000000000000e+03,3.627071666666666516e+01,1.720057178754818450e+00,2.998070665193409923e+01,2.970448290024749838e+01,3.227860310297000268e+01,1.355150177867348482e+01,9.659041333148662645e+00
1.002000000000000000e+03,3.627510000000000190e+01,1.719726774940405933e+00,2.998529475188564675e+01,2.970841326730593224e+01,3.228364209996970402e+01,1.354212769324166210e+01,9.659526964458022391e+00
1.003000000000000000e+03,3.627948333333333153e+01,1.719396607935461896e+00,2.998988153321695194e+01,2.971234665018484833e+01,3.228867515334962235e+01,1.353277391709436905e+01,9.660014462225882781e+00
1.004000000000000000e+03,3.628386666666666827e+01,1.719066677345748584e+00,2.999446699665657690e+01,2.971628304597956571e+01,3.229370238560863982e+01,1.352344042981174610e+01,9.660503938809533508e+00
1.005000000000000000e+03,3.628824999999999790e+01,1.718736982779069500e+00,2.999905114293240871e+01,2.972022245195180545e+01,3.229872391461449865e+01,1.351412721114019710e+01,9.660995501949587450e+00
1.006000000000000000e+03,3.629263333333333463e+01,1.718407523845199458e+00,3.000366230147123403e+01,2.972416486552589987e+01,3.230373985381987723e+01,1.350483424098834639e+01,9.661489255040990543e+00
1.007000000000000000e+03,3.629701666666666426e+01,1.718078300155816862e+00,3.000827953087582145e+01,2.972811028428432678e+01,3.230875031250906204e+01,1.349556149942275773e+01,9.661985297381772142e+00
1.008000000000000000e+03,3.630140000000000100e+01,1.717749311324444639e+00,3.001289543504571711e+01,2.973205870596271438e+01,3.231375539603657643e+01,1.348630896666326073e+01,9.662483724402159524e+00
1.009000000000000000e+03,3.630578333333333063e+01,1.717420556966379630e+00,3.001751001471205171e+01,2.973601012844438074e+01,3.231875520605136387e+01,1.347707662307760756e+01,9.662984627876438637e+00
1.010000000000000000e+03,3.631016666666666737e+01,1.717092036698623536e+00,3.002212327060543728e+01,2.973996454975430126e+01,3.232374984069685553e+01,1.346786444917597336e+01,9.663488096120030235e+00
1.011000000000000000e+03,3.631454999999999700e+01,1.716763750139884026e+00,3.002673520345579661e+01,2.974392196805314370e+01,3.232873939479132019e+01,1.345867242560500898e+01,9.663994214172383579e+00
1.012000000000000000e+03,3.631893333333333374e+01,1.716435696910592057e+00,3.003134581399246272e+01,2.974788238163051446e+01,3.233372395999767690e+01,1.344950053314136440e+01,9.664503063966941809e+00
1.013000000000000000e+03,3.632331666666666337e+01,1.716107876632755325e+00,3.003595510294417892e+01,2.975184578889804143e+01,3.233870362498446127e+01,1.344034875268499007e+01,9.665014724488948161e+00
1.014000000000000000e+03,3.632770000000000010e+01,1.715780288929900976e+00,3.004056307103907031e+01,2.975581218838198438e+01,3.234367847557655296e+01,1.343121706525204928e+01,9.665529271922746801e+00
1.015000000000000000e+03,3.633208333333332973e+01,1.715452933427063842e+00,3.004516971900472910e+01,2.975978157871536567e+01,3.234864859489420041e+01,1.342210545196733129e+01,9.666046779789411403e+00
1.016000000000000000e+03,3.633646666666666647e+01,1.715125809750771113e+00,3.004977504756803341e+01,2.976375395863017204e+01,3.235361406348214075e+01,1.341301389405655442e+01,9.666567319075193510e+00
1.017000000000000000e+03,3.634084999999999610e+01,1.714798917529011479e+00,3.005437905745537108e+01,2.976772932694904128e+01,3.235857495943071171e+01,1.340394237283839018e+01,9.667090958351801433e+00
1.018000000000000000e+03,3.634523333333333284e+01,1.714472256391194493e+00,3.005898174939246559e+01,2.977170768257659361e+01,3.236353135849016383e+01,1.339489086971616238e+01,9.667617763889015947e+00
1.019000000000000000e+03,3.634961666666666247e+01,1.714145825968121484e+00,3.006358312410445777e+01,2.977568902449078081e+01,3.236848333417776757e+01,1.338585936616921046e+01,9.668147799760225425e+00
1.020000000000000000e+03,3.635399999999999920e+01,1.713819625891956910e+00,3.006818318231590226e+01,2.977967335173386232e+01,3.237343125832104107e+01,1.337684784374413738e+01,9.668681235454428702e+00
1.021000000000000000e+03,3.636588333333332912e+01,1.713493683530297629e+00,3.007441671622302337e+01,2.978366066340327833e+01,3.237853041956702072e+01,1.336785628404614101e+01,9.669377259922690371e+00
1.022000000000000000e+03,3.637776666666666614e+01,1.713167989368952426e+00,3.008064783415147048e+01,2.978765095864246248e+01,3.238375733475536578e+01,1.335888466872996183e+01,9.670207570427333366e+00
1.023000000000000000e+03,3.638964999999999606e+01,1.712842536373872182e+00,3.008687653790075700e+01,2.979164423663149464e+01,3.238906329736797574e+01,1.334993297949052504e+01,9.671124903588369293e+00
1.024000000000000000e+03,3.640153333333333308e+01,1.712517322371425399e+00,3.009310282926839264e+01,2.979564049657766844e+01,3.239443188140179331e+01,1.334100119805401263e+01,9.672112709932925156e+00
1.025000000000000000e+03,3.641341666666666299e+01,1.712192345983450714e+00,3.009932671004991533e+01,2.979963973770531993e+01,3.239985343870765888e+01,1.333208930616815557e+01,9.673161322095166881e+00
1.026000000000000000e+03,3.642530000000000001e+01,1.711867605890225796e+00,3.010554818203876337e+01,2.980364195924596515e+01,3.240532132616487360e+01,1.332319728559341954e+01,9.674264219125245035e+00
1.027000000000000000e+03,3.643718333333332993e+01,1.711543100974141085e+00,3.011176724702649565e+01,2.980764716043160689e+01,3.241083094174950219e+01,1.331432511809447128e+01,9.675416752911148777e+00
1.028000000000000000e+03,3.644906666666666695e+01,1.711218830294094939e+00,3.011798390680260340e+01,2.981165534048432875e+01,3.241637880366534574e+01,1.330547278543115297e+01,9.676615334231307486e+00
1.029000000000000000e+03,3.646094999999999686e+01,1.710894793055550478e+00,3.012419816315458476e+01,2.981566649860665308e+01,3.242196202762019652e+01,1.329664026934878684e+01,9.677857041624950085e+00
1.030000000000000000e+03,3.647283333333333388e+01,1.710570988516421975e+00,3.013041001786800877e+01,2.981968063397218671e+01,3.242757819286010346e+01,1.328782755156881379e+01,9.679139429701489661e+00
1.031000000000000000e+03,3.648471666666666380e+01,1.710247416032272705e+00,3.013661947272639452e+01,2.982369774571845156e+01,3.243322525773481857e+01,1.327903461378034500e+01,9.680460454995005293e+00
1.032000000000000000e+03,3.649660000000000082e+01,1.709924074935942784e+00,3.014282652951130714e+01,2.982771783293263113e+01,3.243890153311501479e+01,1.327026143763189658e+01,9.681818387228751988e+00
1.033000000000000000e+03,3.650848333333333073e+01,1.709600964617226326e+00,3.014903119000232223e+01,2.983174089465330781e+01,3.244460550415421096e+01,1.326150800472317037e+01,9.683211723109513613e+00
1.034000000000000000e+03,3.652036666666666775e+01,1.709278084513640605e+00,3.015523345597705784e+01,2.983576692984991396e+01,3.245033587114933482e+01,1.325277429659650963e+01,9.684639134113821157e+00
1.035000000000000000e+03,3.653224999999999767e+01,1.708955434091960157e+00,3.016143332921114251e+01,2.983979593741980452e+01,3.245609147615142120e+01,1.324406029472889301e+01,9.686099439133782241e+00
1.036000000000000000e+03,3.654413333333333469e+01,1.708633012837438514e+00,3.016763081147821879e+01,2.984382791618157427e+01,3.246187127811507622e+01,1.323536598052429447e+01,9.687591583501562909e+00
1.037000000000000000e+03,3.655601666666666461e+01,1.708310820250399598e+00,3.017382590454996460e+01,2.984786286486704299e+01,3.246767433836459560e+01,1.322669133530623142e+01,9.689114618090526321e+00
1.038000000000000000e+03,3.656790000000000163e+01,1.707988855845270937e+00,3.018001861019617138e+01,2.985190078211329023e+01,3.247349980766028921e+01,1.321803634031058294e+01,9.690667681500618968e+00
1.039000000000000000e+03,3.657978333333333154e+01,1.707667119149428814e+00,3.018620893018454865e+01,2.985594166645527636e+01,3.247934691309076527e+01,1.320940097667862645e+01,9.692249987164224478e+00
1.040000000000000000e+03,3.659166666666666856e+01,1.707345609701662381e+00,3.019239686628090880e+01,2.985998551631917053e+01,3.248521494671673082e+01,1.320078522545038524e+01,9.693860813813850896e+00
1.041000000000000000e+03,3.660354999999999848e+01,1.707024327050710388e+00,3.019858242024909956e+01,2.986403233001590607e+01,3.249110325691384560e+01,1.319218906755827447e+01,9.695499497423334390e+00
1.042000000000000000e+03,3.661543333333333550e+01,1.706703270754096113e+00,3.020476559385102178e+01,2.986808210573490641e+01,3.249701124172095490e+01,1.318361248382117701e+01,9.697165424086785279e+00
1.043000000000000000e+03,3.662731666666666541e+01,1.706382440377222975e+00,3.021094638884658323e+01,2.987213484153824439e+01,3.250293834324426712e+01,1.317505545493850860e+01,9.698858023998475630e+00
1.044000000000000000e+03,3.663920000000000243e+01,1.706061835492628243e+00,3.021712480699385850e+01,2.987619053535504321e+01,3.250888404271577770e+01,1.316651796148496167e+01,9.700576766513277605e+00
1.045000000000000000e+03,3.665108333333333235e+01,1.705741455679339547e+00,3.022330085004881539e+01,2.988024918497614024e+01,3.251484785620007045e+01,1.315799998390550662e+01,9.702321156063508312e+00
1.046000000000000000e+03,3.666296666666666937e+01,1.705421300522312222e+00,3.022947451976560984e+01,2.988431078804917718e+01,3.252082933096179573e+01,1.314950150251024041e+01,9.704090728362453788e+00
1.047000000000000000e+03,3.667484999999999928e+01,1.705101369611935924e+00,3.023564581789638339e+01,2.988837534207403479e+01,3.252682804238882142e+01,1.314102249747063311e+01,9.705885047782397024e+00
1.048000000000000000e+03,3.668673333333333630e+01,1.704781662543609855e+00,3.024181474619141596e+01,2.989244284439847732e+01,3.253284359132710080e+01,1.313256294881442798e+01,9.707703703941264806e+00
1.049000000000000000e+03,3.669861666666666622e+01,1.704462178917368620e+00,3.024798130639893046e+01,2.989651329221417342e+01,3.253887560173428284e+01,1.312412283642229127e+01,9.709546309642307804e+00
1.050000000000000000e+03,3.671049999999999613e+01,1.704142918337554047e+00,3.025414550026535920e+01,2.990058668255316476e+01,3.254492371861037014e+01,1.311570214002455970e+01,9.711412498964147488e+00
1.051000000000000000e+03,3.672238333333333316e+01,1.703823880412525638e+00,3.026030732953509883e+01,2.990466301228457269e+01,3.255098760617893561e+01,1.310730083919801459e+01,9.713301925446291563e+00
1.052000000000000000e+03,3.673426666666666307e+01,1.703505064754401888e+00,3.026646679595069500e+01,2.990874227811159969e+01,3.255706694628356246e+01,1.309891891336302905e+01,9.715214260367755372e+00
1.053000000000000000e+03,3.674615000000000009e+01,1.703186470978830247e+00,3.027262390125273228e+01,2.991282447656899279e+01,3.256316143696387400e+01,1.309055634178112726e+01,9.717149191258632968e+00
1.054000000000000000e+03,3.675803333333333001e+01,1.702868098704780842e+00,3.027877864717986611e+01,2.991690960402095811e+01,3.256927079118365498e+01,1.308221310355284039e+01,9.719106420652598999e+00
1.055000000000000000e+03,3.676991666666666703e+01,1.702549947554359289e+00,3.028493103546889031e+01,2.992099765665926725e+01,3.257539473569088528e+01,1.307388917761615410e+01,9.721085664982217267e+00
1.056000000000000000e+03,3.678179999999999694e+01,1.702232017152642385e+00,3.029108106785460919e+01,2.992508863050198542e+01,3.258153301002391089e+01,1.306558454274533432e+01,9.723086653550383929e+00
1.057000000000000000e+03,3.679368333333333396e+01,1.701914307127525117e+00,3.029722874606996896e+01,2.992918252139238078e+01,3.258768536548500805e+01,1.305729917755012792e+01,9.725109127583593249e+00
1.058000000000000000e+03,3.680556666666666388e+01,1.701596817109582993e+00,3.030337407184600806e+01,2.993327932499877519e+01,3.259385156451308774e+01,1.304903306047526534e+01,9.727152839387361638e+00
1.059000000000000000e+03,3.681745000000000090e+01,1.701279546731947256e+00,3.030951704691182158e+01,2.993737903681429913e+01,3.260003137967028408e+01,1.304078616980069150e+01,9.729217551595771951e+00
1.060000000000000000e+03,3.682933333333333081e+01,1.700962495630191418e+00,3.031565767299463232e+01,2.994148165215757373e+01,3.260622459310274479e+01,1.303255848364229763e+01,9.731303036490103864e+00
